2019/12/26 15:15:14 main.go:14: test
2019/12/28 14:26:30 bitflyer.go:55: action=doRequest endpoint=https://api.bitflyer.com/v1/me/getbalance
2019/12/28 14:26:30 bitflyer.go:90: url=me/getbalance resp=[{"currency_code":"JPY","amount":8.0,"available":8.000000000000},{"currency_code":"BTC","amount":0.00000443,"available":0.000004430000},{"currency_code":"BCH","amount":0.0,"available":0.0},{"currency_code":"ETH","amount":0.0,"available":0.0},{"currency_code":"ETC","amount":0.0,"available":0.0},{"currency_code":"LTC","amount":0.0,"available":0.0},{"currency_code":"MONA","amount":0.0,"available":0.0},{"currency_code":"LSK","amount":0.0,"available":0.0},{"currency_code":"XRP","amount":0.0,"available":0.0}]
2019/12/28 14:45:08 bitflyer.go:213: connecting to wss://ws.lightstream.bitflyer.com/json-rpc
2019/12/28 15:07:32 bitflyer.go:58: action=doRequest endpoint=https://api.bitflyer.com/v1/me/sendchildorder
2019/12/28 15:28:36 bitflyer.go:213: connecting to wss://ws.lightstream.bitflyer.com/json-rpc
2019/12/28 16:11:09 bitflyer.go:213: connecting to wss://ws.lightstream.bitflyer.com/json-rpc
2019/12/28 16:11:09 bitflyer.go:213: connecting to wss://ws.lightstream.bitflyer.com/json-rpc
2019/12/28 16:30:38 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:30:38.6990623Z 392780 7290.7 7294.5 0.768 0.01 76.617568 85.016035 7305.9 19.47922902 19.47922902}
2019/12/28 16:30:40 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:30:40.1449611Z 392781 7290.8 7294.5 0.01 0.01 76.627568 85.016035 7305.9 19.47922902 19.47922902}
2019/12/28 16:30:41 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:30:41.2163429Z 392782 7290.8 7295.4 0.01 0.2 76.627568 85.006035 7305.9 19.47922902 19.47922902}
2019/12/28 16:30:43 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:30:43.1984638Z 392783 7290.8 7295.4 0.01 0.2 76.627568 85.106035 7305.9 19.47922902 19.47922902}
2019/12/28 16:30:52 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:30:52.5392116Z 392784 7290.8 7295.4 0.01 0.2 76.627568 85.006035 7305.9 19.47922902 19.47922902}
2019/12/28 16:30:55 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:30:55.6810164Z 392785 7290.8 7295.4 0.01 0.2 76.627568 85.01635486 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:02 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:02.4112332Z 392786 7290.8 7295.01 0.01 0.08 76.627568 85.09635486 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:04 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:04.0519422Z 392787 7290.8 7295.01 0.01 0.08 76.627568 85.086035 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:07 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:07.1420338Z 392788 7290.8 7295.01 0.01 0.08 76.627568 85.186035 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:16 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:15.996012Z 392789 7290.8 7295.01 0.01 0.08 76.627568 85.086035 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:22 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:17.8312567Z 392790 7290.8 7295.01 0.01 0.08 76.627568 84.986035 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:28 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:20.543024Z 392792 7290.8 7295.01 0.01 0.08 76.51805113 85.04608731 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:34 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:22.7419558Z 392794 7290.8 7295.01 0.01 0.08 76.55872103 85.14608731 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:40 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:24.0124542Z 392796 7290.7 7295.01 0.738 0.08 76.51872103 85.14608731 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:46 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:27.8188052Z 392797 7290.4 7295.01 0.01 0.08 75.78072103 85.14608731 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:52 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:28.8746798Z 392801 7290.4 7295.01 0.01 0.08 76.51872103 85.1159022 7305.9 19.47922902 19.47922902}
2019/12/28 16:31:58 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:29.7088386Z 392802 7290.4 7295.01 0.01 0.08 75.96672103 85.1159022 7305.9 19.47922902 19.47922902}
2019/12/28 16:32:04 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:31.8020349Z 392804 7290.4 7295.01 0.01 0.08 75.78172103 85.1159022 7305.9 19.47922902 19.47922902}
2019/12/28 16:32:10 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:33.2440512Z 392806 7290.4 7295.01 0.01 0.08 76.51972103 85.2031928 7305.9 19.47922902 19.47922902}
2019/12/28 16:32:16 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:34.3892073Z 392808 7289.1 7295.01 0.18 0.08 76.20972103 85.2031928 7305.9 19.47922902 19.47922902}
2019/12/28 16:32:22 streamdata.go:15: action=StreamIngestionData, {BTC_USD 2019-12-28T07:31:36.3544837Z 392809 7289.1 7295.01 0.18 0.08 75.47172103 85.2031928 7305.9 19.47922902 19.47922902}
